Name,Handedness,Date,Team,Opp,GS,W,L,ERA,G,GS,CG,ShO,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,WP,BK,SO,GSv2
Clayton Kershaw,L,2012-09-04,LAD,SDP,1,0,0,1.29,1,1,0,0,0,0,0,7.0,29,5,1,1,1,3,0,0,1,0,9,64
Clayton Kershaw,L,2012-08-30,LAD,ARI,1,0,1,3.00,1,1,0,0,0,0,0,6.0,27,9,2,2,1,3,1,0,0,1,9,47
Clayton Kershaw,L,2012-08-25,LAD,MIA,1,1,0,2.25,1,1,0,0,0,0,0,8.0,29,3,2,2,1,2,0,1,0,0,8,72
Clayton Kershaw,L,2012-08-20,LAD,SFG,1,0,1,2.25,1,1,0,0,0,0,0,8.0,29,6,2,2,0,0,0,0,0,0,10,78
Clayton Kershaw,L,2012-08-15,LAD,@PIT,1,1,0,3.38,1,1,0,0,0,0,0,8.0,29,6,3,3,1,0,0,0,0,0,8,67
Clayton Kershaw,L,2012-08-10,LAD,@MIA,1,1,0,2.84,1,1,0,0,0,0,0,6.1,25,3,2,2,1,1,0,0,0,0,7,63
Clayton Kershaw,L,2012-08-04,LAD,CHC,1,1,0,1.29,1,1,0,0,0,0,0,7.0,26,3,1,1,0,2,0,0,0,0,7,74
Clayton Kershaw,L,2012-07-29,LAD,@SFG,1,1,0,0.00,1,1,1,1,0,0,0,9.0,32,5,0,0,0,1,0,0,0,0,7,87
Clayton Kershaw,L,2012-07-24,LAD,@STL,1,0,1,12.71,1,1,0,0,0,0,0,5.2,28,7,8,8,0,3,1,1,0,0,4,32
Clayton Kershaw,L,2012-07-18,LAD,PHI,1,0,0,1.13,1,1,0,0,0,0,0,8.0,30,5,1,1,0,0,0,0,0,0,7,80
Clayton Kershaw,L,2012-07-13,LAD,SDP,1,1,0,1.50,1,1,0,0,0,0,0,6.0,27,6,1,1,0,3,0,0,0,0,6,59
Clayton Kershaw,L,2012-07-06,LAD,@ARI,1,0,1,8.44,1,1,0,0,0,0,0,5.1,22,5,5,5,0,2,0,0,0,0,7,48
Clayton Kershaw,L,2012-07-01,LAD,NYM,1,1,0,1.29,1,1,0,0,0,0,0,7.0,29,5,3,1,0,3,0,1,0,0,9,64
Clayton Kershaw,L,2012-06-26,LAD,@SFG,1,0,1,3.00,1,1,0,0,0,0,0,6.0,28,8,2,2,1,2,1,0,0,0,8,50
Clayton Kershaw,L,2012-06-21,LAD,@OAK,1,0,0,1.13,1,1,0,0,0,0,0,8.0,27,3,1,1,0,2,0,0,1,0,7,80
Clayton Kershaw,L,2012-06-15,LAD,CHW,1,0,0,6.00,1,1,0,0,0,0,0,6.0,28,8,5,4,2,2,0,0,2,0,7,34
Clayton Kershaw,L,2012-06-09,LAD,@SEA,1,1,0,3.86,1,1,0,0,0,0,0,7.0,27,4,3,3,1,2,0,1,0,0,12,65
Clayton Kershaw,L,2012-06-04,LAD,@PHI,1,0,0,3.86,1,1,0,0,0,0,0,7.0,30,8,3,3,1,0,0,0,0,0,5,54
Clayton Kershaw,L,2012-05-30,LAD,MIL,1,0,1,7.94,1,1,0,0,0,0,0,5.2,27,8,5,5,0,4,1,0,1,0,7,40
Clayton Kershaw,L,2012-05-25,LAD,HOU,1,0,1,2.57,1,1,0,0,0,0,0,7.0,29,5,3,2,1,3,0,0,0,0,6,55
Clayton Kershaw,L,2012-05-19,LAD,STL,1,1,0,0.00,1,1,1,1,0,0,0,9.0,31,6,0,0,0,0,0,0,0,0,4,84
Clayton Kershaw,L,2012-05-14,LAD,ARI,1,1,0,0.00,1,1,0,0,0,0,0,7.0,27,4,0,0,0,3,0,0,0,0,6,72
Clayton Kershaw,L,2012-05-08,LAD,SFG,1,0,1,2.25,1,1,0,0,0,0,0,8.0,29,5,2,2,1,1,0,0,0,0,7,69
Clayton Kershaw,L,2012-05-02,LAD,@COL,1,0,0,6.14,1,1,0,0,0,0,0,7.1,30,7,5,5,3,1,0,0,0,0,6,39
Clayton Kershaw,L,2012-04-27,LAD,WSN,1,1,0,2.25,1,1,0,0,0,0,0,8.0,31,3,2,2,1,1,0,0,0,0,6,72
Clayton Kershaw,L,2012-04-21,LAD,@HOU,1,1,0,0.00,1,1,0,0,0,0,0,7.0,25,3,0,0,0,2,1,0,0,1,9,79
Clayton Kershaw,L,2012-04-15,LAD,SDP,1,0,0,5.06,1,1,0,0,0,0,0,5.1,26,8,4,3,0,3,0,0,0,0,3,39
Clayton Kershaw,L,2012-04-10,LAD,PIT,1,0,0,1.29,1,1,0,0,0,0,0,7.0,24,4,1,1,0,0,0,0,0,0,7,76
Clayton Kershaw,L,2012-04-05,LAD,@SDP,1,0,0,0.00,1,1,0,0,0,0,0,3.0,12,2,0,0,0,1,0,0,1,0,3,53
Clayton Kershaw,L,2011-09-25,LAD,@SDP,1,1,0,2.45,1,1,0,0,0,0,0,7.1,26,4,2,2,1,1,0,0,0,0,6,66
Clayton Kershaw,L,2011-09-20,LAD,SFG,1,1,0,1.23,1,1,0,0,0,0,0,7.1,28,6,1,1,1,2,0,0,1,0,6,63
Clayton Kershaw,L,2011-09-14,LAD,ARI,1,1,0,0.00,1,1,0,0,0,0,0,5.0,17,1,0,0,0,0,0,1,0,0,5,71
Clayton Kershaw,L,2011-09-09,LAD,@SFG,1,1,0,0.00,1,1,0,0,0,0,0,8.0,28,3,1,0,0,1,0,0,0,0,9,84
Clayton Kershaw,L,2011-09-04,LAD,@ATL,1,0,0,2.57,1,1,0,0,0,0,0,7.0,29,8,3,2,0,0,0,0,1,0,10,65
Clayton Kershaw,L,2011-08-29,LAD,SDP,1,1,0,1.00,1,1,1,0,0,0,0,9.0,33,6,1,1,0,2,0,0,1,0,5,78
Clayton Kershaw,L,2011-08-23,LAD,@STL,1,1,0,0.00,1,1,0,0,0,0,0,6.0,25,6,0,0,0,2,0,0,0,0,8,66
Clayton Kershaw,L,2011-08-18,LAD,@MIL,1,1,0,0.00,1,1,0,0,0,0,0,8.0,28,5,0,0,0,0,0,0,0,0,6,82
Clayton Kershaw,L,2011-08-13,LAD,HOU,1,1,0,1.13,1,1,0,0,0,0,0,8.0,32,6,1,1,0,1,0,0,0,0,9,78
Clayton Kershaw,L,2011-08-07,LAD,@ARI,1,0,1,5.68,1,1,0,0,0,0,0,6.1,27,5,4,4,2,3,0,0,0,0,7,43
Clayton Kershaw,L,2011-08-01,LAD,@SDP,1,1,0,2.00,1,1,1,0,0,0,0,9.0,33,6,2,2,1,2,0,0,1,0,4,68
Clayton Kershaw,L,2011-07-26,LAD,COL,1,1,0,2.70,1,1,0,0,0,0,0,6.2,30,8,2,2,0,2,0,0,1,0,6,58
Clayton Kershaw,L,2011-07-20,LAD,@SFG,1,1,0,0.00,1,1,0,0,0,0,0,8.0,29,3,0,0,0,1,0,0,0,0,12,90
Clayton Kershaw,L,2011-07-15,LAD,@ARI,1,1,0,0.00,1,1,0,0,0,0,0,7.0,27,5,4,0,1,2,0,0,0,1,8,56
Clayton Kershaw,L,2011-07-07,LAD,NYM,1,1,0,0.00,1,1,0,0,0,0,0,8.0,31,5,0,0,0,2,0,1,0,0,9,81
Clayton Kershaw,L,2011-07-02,LAD,@LAA,1,0,1,9.00,1,1,0,0,0,0,0,6.0,30,9,7,6,1,1,0,0,0,0,10,37
Clayton Kershaw,L,2011-06-26,LAD,LAA,1,1,0,2.00,1,1,1,0,0,0,0,9.0,32,6,2,2,1,0,0,1,0,0,11,79
Clayton Kershaw,L,2011-06-20,LAD,DET,1,1,0,0.00,1,1,1,1,0,0,0,9.0,29,2,0,0,0,1,0,0,0,0,11,97
Clayton Kershaw,L,2011-06-14,LAD,CIN,1,0,0,1.29,1,1,0,0,0,0,0,7.0,26,4,1,1,0,2,1,0,0,0,4,69
Clayton Kershaw,L,2011-06-09,LAD,@COL,1,0,0,9.00,1,1,0,0,0,0,0,6.0,27,7,6,6,0,3,0,0,0,0,6,42
Clayton Kershaw,L,2011-06-04,LAD,@CIN,1,0,0,8.10,1,1,0,0,0,0,0,6.2,26,6,6,6,1,2,0,0,0,0,9,47
Clayton Kershaw,L,2011-05-29,LAD,FLA,1,1,0,0.00,1,1,1,1,0,0,0,9.0,30,2,0,0,0,1,0,0,0,0,10,96
Clayton Kershaw,L,2011-05-23,LAD,@HOU,1,0,0,1.50,1,1,0,0,0,0,0,6.0,24,4,1,1,0,2,0,0,0,0,7,66
Clayton Kershaw,L,2011-05-18,LAD,SFG,1,0,0,7.20,1,1,0,0,0,0,0,5.0,23,7,4,4,0,1,0,0,0,0,6,46
Clayton Kershaw,L,2011-05-13,LAD,ARI,1,1,0,0.00,1,1,0,0,0,0,0,7.0,26,3,0,0,0,2,0,0,0,0,11,81
Clayton Kershaw,L,2011-05-08,LAD,@NYM,1,1,0,1.35,1,1,0,0,0,0,0,6.2,29,6,1,1,0,3,0,0,0,0,8,65
Clayton Kershaw,L,2011-05-02,LAD,CHC,1,1,0,2.57,1,1,0,0,0,0,0,7.0,29,8,2,2,1,0,0,0,0,0,4,56
Clayton Kershaw,L,2011-04-26,LAD,@FLA,1,0,1,6.75,1,1,0,0,0,0,0,5.1,24,6,4,4,1,2,0,0,0,0,5,41
Clayton Kershaw,L,2011-04-21,LAD,ATL,1,0,0,3.12,1,1,0,0,0,0,0,8.2,33,5,3,3,1,4,0,0,0,0,7,64
Clayton Kershaw,L,2011-04-16,LAD,STL,1,0,1,9.64,1,1,0,0,0,0,0,4.2,24,6,5,5,1,5,0,0,0,0,5,28
Clayton Kershaw,L,2011-04-11,LAD,@SFG,1,1,0,0.00,1,1,0,0,0,0,0,6.2,27,6,0,0,0,2,0,0,0,0,7,69
Clayton Kershaw,L,2011-04-05,LAD,@COL,1,0,1,4.50,1,1,0,0,0,0,0,6.0,24,6,3,3,2,1,1,0,0,0,8,47
Clayton Kershaw,L,2011-03-31,LAD,SFG,1,1,0,0.00,1,1,0,0,0,0,0,7.0,26,4,0,0,0,1,0,0,0,0,9,79
Clayton Kershaw,L,2010-09-24,LAD,@ARI,1,1,0,1.13,1,1,0,0,0,0,0,8.0,29,4,1,1,0,0,0,0,0,0,9,84
Clayton Kershaw,L,2010-09-19,LAD,COL,1,0,0,9.00,1,1,0,0,0,0,0,4.0,21,4,6,4,0,4,1,0,0,0,2,30
Clayton Kershaw,L,2010-09-14,LAD,@SFG,1,1,0,0.00,1,1,1,1,0,0,0,9.0,30,4,0,0,0,0,0,0,0,0,4,88
Clayton Kershaw,L,2010-09-07,LAD,@SDP,1,0,1,2.57,1,1,0,0,0,0,0,7.0,27,5,2,2,0,1,0,0,0,0,6,68
Clayton Kershaw,L,2010-09-01,LAD,PHI,1,0,1,3.00,1,1,0,0,0,0,0,6.0,25,5,2,2,2,2,0,0,0,0,11,53
Clayton Kershaw,L,2010-08-27,LAD,@COL,1,0,0,1.50,1,1,0,0,0,0,0,6.0,25,5,1,1,1,2,1,0,0,0,6,57
Clayton Kershaw,L,2010-08-22,LAD,CIN,1,0,1,3.86,1,1,0,0,0,0,0,7.0,30,5,3,3,1,5,0,0,1,0,11,56
Clayton Kershaw,L,2010-08-17,LAD,COL,1,1,0,0.00,1,1,0,0,0,0,0,7.0,29,5,0,0,0,3,0,0,0,0,6,70
Clayton Kershaw,L,2010-08-12,LAD,@PHI,1,0,0,2.70,1,1,0,0,0,0,0,6.2,28,6,2,2,0,2,0,0,0,0,4,60
Clayton Kershaw,L,2010-08-06,LAD,WSN,1,0,1,9.00,1,1,0,0,0,0,0,6.0,27,7,6,6,2,2,0,0,0,0,9,35
Clayton Kershaw,L,2010-08-01,LAD,@SFG,1,0,1,2.57,1,1,0,0,0,0,0,7.0,32,6,2,2,0,4,3,0,0,0,6,60
Clayton Kershaw,L,2010-07-25,LAD,NYM,1,1,0,0.00,1,1,0,0,0,0,0,8.0,30,7,0,0,0,1,1,0,0,0,3,73
Clayton Kershaw,L,2010-07-20,LAD,SFG,1,0,0,3.00,1,1,0,0,0,0,0,6.0,26,4,4,2,0,2,1,2,0,0,6,56
Clayton Kershaw,L,2010-07-15,LAD,@STL,1,0,1,8.31,1,1,0,0,0,0,0,4.1,23,8,5,4,0,3,1,0,0,0,1,28
Clayton Kershaw,L,2010-07-08,LAD,CHC,1,1,0,2.25,1,1,0,0,0,0,0,8.0,28,7,2,2,1,0,0,0,1,0,12,72
Clayton Kershaw,L,2010-07-03,LAD,@ARI,1,1,0,0.00,1,1,0,0,0,0,0,5.2,22,4,0,0,0,2,0,0,0,0,8,68
Clayton Kershaw,L,2010-06-27,LAD,NYY,1,0,0,2.57,1,1,0,0,0,0,0,7.0,26,4,2,2,1,0,0,1,0,0,5,65
Clayton Kershaw,L,2010-06-22,LAD,@LAA,1,0,1,6.75,1,1,0,0,0,0,0,6.2,27,6,5,5,1,3,0,0,0,1,6,45
Clayton Kershaw,L,2010-06-16,LAD,@CIN,1,1,0,1.23,1,1,0,0,0,0,0,7.1,31,7,1,1,0,1,0,0,0,0,7,70
Clayton Kershaw,L,2010-06-09,LAD,STL,1,1,0,3.86,1,1,0,0,0,0,0,7.0,26,4,3,3,1,2,0,0,0,0,10,63
Clayton Kershaw,L,2010-06-04,LAD,ATL,1,0,0,4.05,1,1,0,0,0,0,0,6.2,31,5,4,3,0,5,0,0,0,0,8,54
Clayton Kershaw,L,2010-05-30,LAD,@COL,1,1,0,3.60,1,1,0,0,0,0,0,5.0,24,4,2,2,0,4,0,1,1,0,9,55
Clayton Kershaw,L,2010-05-25,LAD,@CHC,1,0,1,0.00,1,1,0,0,0,0,0,6.0,24,4,1,0,0,2,0,0,0,0,4,63
Clayton Kershaw,L,2010-05-20,LAD,SDP,1,1,0,1.23,1,1,0,0,0,0,0,7.1,30,7,1,1,0,2,0,0,0,0,7,68
Clayton Kershaw,L,2010-05-15,LAD,@SDP,1,1,0,1.29,1,1,0,0,0,0,0,7.0,24,3,1,1,0,2,0,0,0,0,7,74
Clayton Kershaw,L,2010-05-09,LAD,COL,1,1,0,0.00,1,1,0,0,0,0,0,8.0,28,2,0,0,0,3,0,0,0,0,9,85
Clayton Kershaw,L,2010-05-04,LAD,MIL,1,0,1,47.25,1,1,0,0,0,0,0,1.1,13,5,7,7,1,2,0,2,0,0,3,8
Clayton Kershaw,L,2010-04-29,LAD,PIT,1,0,1,2.84,1,1,0,0,0,0,0,6.1,26,3,2,2,0,4,1,0,0,0,7,63
Clayton Kershaw,L,2010-04-24,LAD,@WSN,1,0,0,3.00,1,1,0,0,0,0,0,6.0,28,8,2,2,0,3,0,0,1,1,6,52
Clayton Kershaw,L,2010-04-18,LAD,SFG,1,0,0,1.29,1,1,0,0,0,0,0,7.0,28,4,1,1,1,4,0,0,0,0,9,64
Clayton Kershaw,L,2010-04-13,LAD,ARI,1,1,0,3.38,1,1,0,0,0,0,0,5.1,25,3,2,2,0,5,0,1,1,0,7,55
Clayton Kershaw,L,2010-04-07,LAD,@PIT,1,0,0,5.79,1,1,0,0,0,0,0,4.2,25,5,3,3,1,6,0,0,0,0,4,33
Clayton Kershaw,L,2009-10-03,LAD,COL,1,0,0,0.00,1,1,0,0,0,0,0,6.0,23,3,0,0,0,3,1,0,0,0,10,74
Clayton Kershaw,L,2009-09-27,LAD,@PIT,1,0,0,4.50,1,1,0,0,0,0,0,4.0,17,4,2,2,0,1,0,0,2,0,4,52
Clayton Kershaw,L,2009-09-22,LAD,@WSN,0,0,0,0.00,1,0,0,0,0,0,0,2.0,7,0,0,0,0,1,0,0,0,0,4,
Clayton Kershaw,L,2009-09-04,LAD,SDP,1,0,1,1.50,1,1,0,0,0,0,0,6.0,23,4,2,1,0,3,0,0,1,0,3,59
Clayton Kershaw,L,2009-08-30,LAD,@CIN,1,0,0,2.57,1,1,0,0,0,0,0,7.0,26,4,2,2,1,2,0,0,0,0,11,69
Clayton Kershaw,L,2009-08-25,LAD,@COL,1,0,0,2.84,1,1,0,0,0,0,0,6.1,23,4,2,2,1,1,0,0,1,0,6,62
Clayton Kershaw,L,2009-08-19,LAD,STL,1,0,0,4.91,1,1,0,0,0,0,0,3.2,20,5,2,2,0,4,0,0,1,0,5,43
Clayton Kershaw,L,2009-08-14,LAD,@ARI,1,0,1,8.31,1,1,0,0,0,0,0,4.1,23,6,4,4,0,4,0,0,2,0,9,43
Clayton Kershaw,L,2009-08-08,LAD,ATL,1,0,0,0.00,1,1,0,0,0,0,0,7.0,23,2,0,0,0,1,0,0,0,0,10,86
Clayton Kershaw,L,2009-08-03,LAD,MIL,1,0,1,6.75,1,1,0,0,0,0,0,4.0,22,4,3,3,0,6,0,0,0,0,6,41
Clayton Kershaw,L,2009-07-29,LAD,@STL,1,0,0,0.00,1,1,0,0,0,0,0,8.0,29,4,0,0,0,2,0,0,0,0,7,83
Clayton Kershaw,L,2009-07-24,LAD,FLA,1,0,0,3.00,1,1,0,0,0,0,0,6.0,30,9,3,2,0,3,0,0,1,0,6,49
Clayton Kershaw,L,2009-07-18,LAD,HOU,1,1,0,0.00,1,1,0,0,0,0,0,7.0,23,2,0,0,0,1,0,0,0,0,5,81
Clayton Kershaw,L,2009-07-12,LAD,@MIL,1,1,0,1.50,1,1,0,0,0,0,0,6.0,24,2,1,1,0,5,0,0,0,0,4,63
Clayton Kershaw,L,2009-07-07,LAD,@NYM,1,1,0,0.00,1,1,0,0,0,0,0,6.0,21,3,0,0,0,2,0,0,0,0,7,73
Clayton Kershaw,L,2009-07-01,LAD,COL,1,0,0,0.00,1,1,0,0,0,0,0,5.0,19,1,0,0,0,5,0,0,0,0,5,63
Clayton Kershaw,L,2009-06-26,LAD,SEA,1,1,0,3.00,1,1,0,0,0,0,0,6.0,23,5,2,2,0,1,0,0,0,0,8,66
Clayton Kershaw,L,2009-06-21,LAD,@LAA,1,1,0,0.00,1,1,0,0,0,0,0,7.0,29,4,0,0,0,4,0,0,1,0,5,71
Clayton Kershaw,L,2009-06-16,LAD,OAK,1,0,0,0.00,1,1,0,0,0,0,0,5.2,24,4,0,0,0,3,1,0,0,0,8,68
Clayton Kershaw,L,2009-06-10,LAD,SDP,1,0,1,10.12,1,1,0,0,0,0,0,2.2,17,5,3,3,0,4,0,0,1,0,2,31
Clayton Kershaw,L,2009-06-04,LAD,PHI,1,0,1,3.38,1,1,0,0,0,0,0,5.1,23,4,2,2,0,3,1,0,0,0,5,57
Clayton Kershaw,L,2009-05-27,LAD,@COL,1,1,0,4.50,1,1,0,0,0,0,0,6.0,24,4,3,3,1,4,0,0,0,1,4,49
Clayton Kershaw,L,2009-05-22,LAD,LAA,1,0,0,1.80,1,1,0,0,0,0,0,5.0,22,4,1,1,0,4,0,0,0,1,3,54
Clayton Kershaw,L,2009-05-17,LAD,@FLA,1,1,0,1.29,1,1,0,0,0,0,0,7.0,26,1,1,1,0,4,0,0,0,0,9,78
Clayton Kershaw,L,2009-05-12,LAD,@PHI,1,0,1,7.20,1,1,0,0,0,0,0,5.0,24,4,4,4,0,4,0,1,0,0,5,47
Clayton Kershaw,L,2009-05-06,LAD,WSN,1,1,0,1.80,1,1,0,0,0,0,0,5.0,22,4,1,1,0,3,0,0,0,0,5,58
Clayton Kershaw,L,2009-05-01,LAD,SDP,1,0,0,0.00,1,1,0,0,0,0,0,7.0,27,4,0,0,0,2,0,0,0,0,3,73
Clayton Kershaw,L,2009-04-26,LAD,@COL,1,0,1,17.36,1,1,0,0,0,0,0,4.2,23,8,9,9,2,4,1,0,1,0,4,9
Clayton Kershaw,L,2009-04-21,LAD,@HOU,1,0,1,12.46,1,1,0,0,0,0,0,4.1,21,8,6,6,1,2,0,0,0,0,3,25
Clayton Kershaw,L,2009-04-15,LAD,SFG,1,0,0,1.29,1,1,0,0,0,0,0,7.0,22,1,1,1,1,1,0,0,0,0,13,82
Clayton Kershaw,L,2009-04-09,LAD,@SDP,1,0,0,1.80,1,1,0,0,0,0,0,5.0,21,2,1,1,0,4,0,0,0,0,6,61
Clayton Kershaw,L,2008-09-28,LAD,@SFG,0,0,0,0.00,1,0,0,0,0,1,0,1.0,5,2,0,0,0,1,1,0,0,0,0,
Clayton Kershaw,L,2008-09-24,LAD,SDP,1,1,0,4.76,1,1,0,0,0,0,0,5.2,24,6,3,3,0,2,0,0,1,0,7,56
Clayton Kershaw,L,2008-09-18,LAD,@PIT,1,0,0,1.80,1,1,0,0,0,0,0,5.0,19,2,1,1,0,2,0,0,1,0,5,64
Clayton Kershaw,L,2008-09-13,LAD,@COL,1,1,0,1.50,1,1,0,0,0,0,0,6.0,22,4,1,1,0,2,0,0,0,0,7,68
Clayton Kershaw,L,2008-09-07,LAD,ARI,1,0,0,6.75,1,1,0,0,0,0,0,4.0,19,6,3,3,2,1,0,0,0,0,4,33
Clayton Kershaw,L,2008-09-02,LAD,SDP,1,1,0,3.86,1,1,0,0,0,0,0,7.0,28,3,3,3,0,3,0,0,0,0,6,67
Clayton Kershaw,L,2008-08-28,LAD,@WSN,1,0,1,19.29,1,1,0,0,0,0,0,2.1,14,5,5,5,2,3,0,0,0,0,2,13
Clayton Kershaw,L,2008-08-23,LAD,@PHI,1,0,1,13.50,1,1,0,0,0,0,0,4.0,22,7,6,6,1,2,0,1,0,0,5,27
Clayton Kershaw,L,2008-08-17,LAD,MIL,1,0,0,1.50,1,1,0,0,0,0,0,6.0,26,8,1,1,1,1,0,0,0,0,6,55
Clayton Kershaw,L,2008-08-12,LAD,PHI,1,0,0,4.50,1,1,0,0,0,0,0,6.0,26,6,3,3,1,2,0,0,0,0,8,53
Clayton Kershaw,L,2008-08-07,LAD,@STL,1,1,0,1.29,1,1,0,0,0,0,0,7.0,27,3,1,1,0,4,0,0,1,0,7,72
Clayton Kershaw,L,2008-08-01,LAD,ARI,1,0,0,0.00,1,1,0,0,0,0,0,6.0,23,4,0,0,0,1,0,0,0,0,3,69
Clayton Kershaw,L,2008-07-27,LAD,WSN,1,1,0,0.00,1,1,0,0,0,0,0,6.0,22,4,0,0,0,1,0,0,0,0,5,71
Clayton Kershaw,L,2008-07-22,LAD,@COL,1,0,1,15.00,1,1,0,0,0,0,0,3.0,21,10,5,5,1,3,1,0,0,0,2,13
Clayton Kershaw,L,2008-07-01,LAD,@HOU,1,0,0,4.76,1,1,0,0,0,0,0,5.2,24,6,3,3,0,2,0,0,0,0,4,53
Clayton Kershaw,L,2008-06-26,LAD,CHW,1,0,1,4.50,1,1,0,0,0,0,0,4.0,21,6,2,2,0,4,1,0,2,0,3,41
Clayton Kershaw,L,2008-06-20,LAD,CLE,1,0,0,7.20,1,1,0,0,0,0,0,5.0,21,4,4,4,1,3,0,0,0,0,5,43
Clayton Kershaw,L,2008-06-15,LAD,@DET,1,0,0,0.00,1,1,0,0,0,0,0,4.0,15,2,0,0,0,2,0,0,1,0,2,58
Clayton Kershaw,L,2008-06-10,LAD,@SDP,1,0,0,3.38,1,1,0,0,0,0,0,5.1,25,6,2,2,0,4,0,0,1,0,5,51
Clayton Kershaw,L,2008-06-04,LAD,COL,1,0,1,3.60,1,1,0,0,0,0,0,5.0,22,5,2,2,1,4,0,0,0,0,5,45
Clayton Kershaw,L,2008-05-30,LAD,@NYM,1,0,0,9.82,1,1,0,0,0,0,0,3.2,20,5,4,4,1,4,0,0,0,0,2,28
Clayton Kershaw,L,2008-05-25,LAD,STL,1,0,0,3.00,1,1,0,0,0,0,0,6.0,24,5,2,2,0,1,0,0,0,0,7,65
